Front,Back
What is 'starvation' in the context of 'hold and wait' prevention?,"A thread waits indefinitely for popular resources, potentially never acquiring them."
What is Protocol 1 to prevent 'no preemption'?,"If a thread requests a resource and must wait, all resources it currently holds are preempted (implicitly released). The thread restarts when its old and new requested resources are all available."
What is Protocol 2 to prevent 'no preemption'?,"If a requested resource is unavailable, check if it's held by a waiting thread. If so, preempt it and allocate to the requesting thread. If not, the requesting thread waits, and its resources may be preempted by other requests. The thread restarts when new resources are allocated and preempted resources are recovered."
To what types of resources is 'no preemption' prevention often applied?,"Resources whose state can be saved and restored (e.g., CPU registers, database transactions)."
To what types of resources can 'no preemption' prevention generally not be applied?,"Mutex locks and semaphores, where deadlocks commonly occur."
What is a practical solution to prevent 'circular wait'?,Impose a total ordering of all resource types.
How does imposing a total ordering of resource types prevent 'circular wait'?,Require threads to request resources in increasing order of their enumeration (based on the total ordering).
What is an alternative rule for requesting resources when using a total ordering to prevent 'circular wait'?,"A thread requesting resource R_j must have released any resource R_i such that F(R_i) ≥ F(R_j), where F is the ordering function."
How are multiple instances of the same resource type handled when using total ordering to prevent 'circular wait'?,A single request for all needed instances of that resource type must be issued.
Does the protocol of total ordering resource types prevent 'circular wait'?,"Yes, this protocol prevents circular wait (proof by contradiction)."
What is a challenge in developing a total ordering for resources to prevent 'circular wait'?,Developing an effective ordering can be difficult for systems with many locks.
What method does Java use for lock acquisition ordering?,`System.identityHashCode(Object)`.
Does lock ordering guarantee deadlock prevention if locks are acquired dynamically?,"No, lock ordering does not guarantee deadlock prevention if locks are acquired dynamically (e.g., within a `transaction()` function)."
Define: deadlock prevention,A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.
Define: deadlock avoidance,An operating system method in which processes inform the operating system of which resources they will use during their lifetimes so the system can approve or deny requests to avoid deadlock.
What is the primary characteristic of deadlock-prevention?,"It limits how resource requests are made, ensuring no necessary condition for deadlock occurs."
What are the side effects of deadlock-prevention?,Low device utilization and reduced system throughput.
What information is required by deadlock avoidance algorithms regarding resource requests?,"Additional information on resource requests, specifically the maximum resources each thread may need (a priori information)."
How does a deadlock-avoidance algorithm prevent deadlocks?,By dynamically examining the resource-allocation state to prevent the occurrence of a circular-wait condition.
"How is the ""resource-allocation state"" defined in the context of deadlock avoidance?","It is defined by the available resources, allocated resources, and maximum demands of the threads."
"What defines a ""safe state"" in a system?",A state is safe if the system can allocate resources to each thread (up to its maximum declared need) in some specific order and thus avoid deadlock.
When is a system considered to be in a safe state?,"A system is considered safe if a ""safe sequence"" exists."
"Define ""safe sequence"".","A sequence of threads <T_1, T_2, …, T_n> where for each thread T_i, its resource requests can be met by the currently available resources plus the resources held by all preceding threads T_j (j < i)."
What is the relationship between a safe state and a deadlocked state?,"A safe state is not deadlocked, while a deadlocked state is inherently unsafe."
Are all unsafe states considered deadlocks?,"No, not all unsafe states are deadlocks, but they **may** lead to deadlock."
What is the operating system's strategy regarding unsafe states?,The OS avoids unsafe states as long as the system state is safe.
What is the OS's capability in an unsafe state regarding deadlock prevention?,"In an unsafe state, the OS cannot prevent deadlocks; thread behavior controls the outcome of unsafe states."
What type of systems is the Resource-allocation-graph algorithm suitable for?,Systems with only one instance of each resource type.
"Define ""claim edge"" in a resource-allocation graph.",A dashed line (T_i → R_j) indicating that thread T_i may request resource R_j in the future.
When is a claim edge (T_i → R_j) converted to a request edge in the Resource-allocation-graph algorithm?,When thread T_i actually requests resource R_j.
When is a request edge (T_i → R_j) converted to an assignment edge in the Resource-allocation-graph algorithm?,When resource R_j is successfully allocated to thread T_i.
When is an assignment edge (R_j → T_i) converted back to a claim edge in the Resource-allocation-graph algorithm?,When resource R_j is released by thread T_i.
What is the requirement for claiming resources in the Resource-allocation-graph algorithm?,Resources must be claimed a priori (in advance).
Under what condition is a resource request granted in the Resource-allocation-graph algorithm?,A request is granted only if no cycle is formed in the graph (which is checked by a cycle-detection algorithm).
What does the formation of a cycle in a resource-allocation graph indicate?,It indicates an unsafe state.
What is the time complexity of the Resource-allocation-graph algorithm?,"O(n^2) operations, where n is the number of threads."
What type of systems is the Banker's algorithm applicable to?,Systems with multiple instances of each resource type.
How does the efficiency of the Banker's algorithm compare to the Resource-allocation graph scheme?,The Banker's algorithm is less efficient.
What must a new thread declare when it enters the system under the Banker's algorithm?,"The maximum instances of each resource type it may need, which cannot exceed the total system resources."
Under what condition is a resource request granted by the Banker's algorithm?,Only if the allocation of the requested resources leaves the system in a safe state.
"Describe the ""Available"" data structure in the Banker's algorithm.",A vector of length m (number of resource types) indicating the number of available resources of each type.
"Describe the ""Max"" data structure in the Banker's algorithm.","An n × m matrix (n threads, m resource types) defining the maximum demand of each thread for each resource type."
"Describe the ""Allocation"" data structure in the Banker's algorithm.","An n × m matrix (n threads, m resource types) indicating the number of resources of each type currently allocated to each thread."
"Describe the ""Need"" data structure in the Banker's algorithm and its calculation.","An n × m matrix (n threads, m resource types) representing the remaining resource need of each thread. It is calculated as Need[i][j] = Max[i][j] - Allocation[i][j]."
What are the initial steps for the Banker's Safety Algorithm?,"Initialize Work = Available and set Finish[i] = false for all threads i = 0, 1, …, n-1."
What is the iterative step (Step 2) in the Banker's Safety Algorithm?,"Find an index i such that Finish[i] == false and the thread's Need_i is less than or equal to Work. If no such i exists, proceed to Step 4."
What updates are performed (Step 3) in the Banker's Safety Algorithm when a suitable thread T_i is found?,"Work = Work + Allocation_i and Finish[i] = true. Then, return to Step 2."
What is the final condition (Step 4) for a system to be in a safe state according to the Banker's Safety Algorithm?,"If Finish[i] == true for all threads i, the system is in a safe state."
What is the time complexity of the Banker's Safety Algorithm?,"O(m × n^2) operations, where m is the number of resource types and n is the number of threads."
What is Request_i in the Banker's Resource-request algorithm?,A vector representing the current resource request for thread T_i.
What is the first check performed in the Banker's Resource-request algorithm when T_i makes a request?,"Check if Request_i ≤ Need_i. If not, it means the thread has exceeded its maximum claimed resources, resulting in an error."
What is the second check performed in the Banker's Resource-request algorithm if Request_i ≤ Need_i?,"Check if Request_i ≤ Available. If not, thread T_i must wait because the requested resources are not currently available."
"What ""pretend allocation"" steps are taken in the Banker's Resource-request algorithm before checking for safety?","Available = Available - Request_i, Allocation_i = Allocation_i + Request_i, and Need_i = Need_i - Request_i."
"What is the final decision process after a ""pretend allocation"" in the Banker's Resource-request algorithm?","If the resulting state is safe (verified using the Safety Algorithm), the request is granted. Otherwise, thread T_i waits, and the system's state is restored to its original configuration."
"Define ""Banker's algorithm"".","A deadlock avoidance algorithm applicable to systems with multiple instances of each resource type, which is less efficient than the resource-allocation graph scheme."
When is deadlock detection used in a system?,It is used if the system does not employ deadlock-prevention or deadlock-avoidance schemes.
What two algorithms are needed if a system uses deadlock detection?,"An algorithm to determine if a deadlock has occurred, and an algorithm to recover from the deadlock."
What constitutes the overhead of deadlock detection and recovery?,Run-time costs of the detection algorithm and potential losses resulting from the recovery process.
What is the primary tool for deadlock detection when there is a single instance of each resource type?,A wait-for graph.
How is a wait-for graph derived from a resource-allocation graph?,It is obtained by removing resource nodes and collapsing the corresponding edges.
"In a wait-for graph, what does an edge $T_i \to T_j$ imply?",It implies that thread $T_i$ is waiting for thread $T_j$ to release a resource $R_q$ that $T_i$ needs.
How is a deadlock detected using a wait-for graph?,A deadlock exists if the wait-for graph contains a cycle.
What is the computational complexity of cycle detection in a wait-for graph?,"$O(n^2)$ operations, where $n$ is the number of vertices (threads)."
What is the purpose of the `deadlock_detector` tool in the BCC toolkit?,It is used for detecting deadlocks in Pthreads mutex locks on Linux.
How does the `deadlock_detector` tool work?,"It inserts probes to trace `pthread_mutex_lock()` and `pthread_mutex_unlock()` calls, constructs a wait-for graph, and reports a deadlock if a cycle is detected."
Is the wait-for graph scheme applicable for deadlock detection when there are several instances of a resource type?,"No, the wait-for graph scheme is not applicable in this scenario."
What is the detection algorithm for several instances of a resource type similar to?,It is similar to the banker's algorithm.
Define 'Available' vector in the context of deadlock detection for multiple resource instances.,A vector of length $m$ (number of resource types) indicating the number of available instances of each resource type.
Define 'Allocation' matrix in the context of deadlock detection for multiple resource instances.,"An $n \times m$ matrix (n threads, m resource types) indicating the number of resources of each type currently allocated to each thread."
Define 'Request' matrix in the context of deadlock detection for multiple resource instances.,"An $n \times m$ matrix (n threads, m resource types) indicating the current request of each thread; `Request[i][j] = k` means thread $T_i$ requests $k$ more instances of resource type $R_j$."
Briefly describe the detection algorithm steps for several instances of a resource type.,"1. Initialize 'Work' = 'Available' and 'Finish' flags (false if Allocation_i \u2260 0, else true). 2. Find an index $i$ where Finish[$i$] == false and Request$_i$ \u2264 Work. If none, go to step 4. 3. Work = Work + Allocation$_i$; Finish[$i$] = true. Go to step 2. 4. If Finish[$i$] == false for any $i$, then thread $T_i$ is deadlocked."
What is the computational complexity of the detection algorithm for several instances of a resource type?,"$O(m \times n^2)$ operations, where $m$ is the number of resource types and $n$ is the number of threads."
What is the 'optimistic attitude' adopted by the detection algorithm for multiple resource instances?,"It assumes that if a thread's request can be satisfied by the currently available resources (Work), that thread will complete its execution and return its allocated resources."
"In the example provided, was the initial system state (before $T_2$ requested 1 C) deadlocked?","No, the initial system state was not deadlocked. A safe sequence such as $<T_0, T_2, T_3, T_1, T_4>$ could be found."
"In the example provided, if thread $T_2$ requests 1 additional instance of resource C, does a deadlock occur?","Yes, a deadlock occurs. The system becomes deadlocked, involving threads $T_1, T_2, T_3, T_4$."
What factors influence when to invoke a deadlock detection algorithm?,The likelihood of a deadlock occurring and the number of threads that would be affected if a deadlock happens.
What happens to resources allocated to deadlocked threads?,"They become idle, leading to resource waste."
What is the most extreme frequency for invoking a deadlock detection algorithm?,Invoking it every time a resource request cannot be granted immediately.
What is a benefit of invoking a deadlock detection algorithm every time a resource request cannot be granted?,It identifies the deadlocked threads and the specific thread that 'caused' the deadlock.
What is a drawback of invoking a deadlock detection algorithm every time a resource request cannot be granted?,It incurs high computational overhead.
What is a less expensive strategy for invoking a deadlock detection algorithm?,"Invoking it at defined intervals (e.g., hourly, or when CPU utilization drops below a certain threshold like 40%)."
What is a drawback of invoking a deadlock detection algorithm at defined intervals?,It may not identify the exact thread that 'caused' the deadlock.
How do database systems typically manage deadlocks?,They use deadlock detection and recovery mechanisms.
"In database systems, what are updates referred to as, and what are locks used for?","Updates are referred to as 'transactions', and locks are used to ensure data integrity during multiple concurrent transactions."
How does a database server detect deadlocks?,It periodically searches for cycles in the wait-for graph of transactions.
What steps are taken when a deadlock is detected in a database system?,"A victim transaction is selected, aborted, and rolled back (releasing its locks). The remaining transactions are freed from the deadlock, and the aborted transaction is reissued."
How might a victim transaction be chosen in a database deadlock scenario?,"The choice often minimizes the cost of recovery, for example, by selecting the transaction that has performed the fewest inserts, updates, or deletes (e.g., as in MySQL)."
Definition: wait-for graph,"In deadlock detection, a variant of the resource-allocation graph with resource nodes removed; it indicates a deadlock if the graph contains a cycle."
Definition: thread dump,"In Java, a snapshot of the state of all threads in an application; a useful debugging tool for deadlocks."
"When deadlock is detected, what are the two main options for recovery?","1. Inform operator (manual recovery).
2. System recovers automatically."
What are the two primary options for breaking a deadlock once detected?,"1. Abort one or more threads (to break circular wait).
2. Preempt resources from deadlocked threads."
How does 'process and thread termination' contribute to eliminating deadlocks?,"By aborting processes/threads, which allows the system to reclaim all resources held by them."
Describe the 'Abort all deadlocked processes' method for deadlock recovery.,"This method immediately breaks the deadlock cycle. However, it is expensive because it discards all computations by the involved processes, necessitating recomputation."
What is the 'Abort one process at a time until deadlock eliminated' method for deadlock recovery?,This method involves aborting processes sequentially until the deadlock is resolved. It incurs high overhead because deadlock detection must be performed after each individual abort.
What are some issues that can arise when aborting a process for deadlock recovery?,"1. Files might be left in an incorrect state if they were being updated.
2. Shared data integrity issues can occur if the process was updating data while holding a mutex lock (the lock status must be restored)."
"If partial termination is chosen for deadlock recovery, how is the 'victim' process typically determined?","It is a policy decision, often based on economic factors to minimize cost."
What factors are considered when choosing a 'victim' process to terminate (to minimize cost) during deadlock recovery?,"1. Process priority.
2. Computation time (how long computed, how much longer it needs).
3. Resources used (types, ease of preemption).
4. Resources needed to complete.
5. Number of processes to terminate."
What is 'resource preemption' in the context of deadlock recovery?,It involves successively preempting resources from processes and allocating them to other processes until the deadlock is broken.
What is the 'Selecting a victim' issue in resource preemption for deadlock recovery?,"It involves determining which specific resources or processes to preempt, with the goal of minimizing the cost (e.g., considering resources held or time consumed by the process)."
Explain the 'Rollback' issue concerning resource preemption for deadlock recovery.,"When a resource is preempted, the process that held it cannot continue normal execution. The 'Rollback' issue addresses what to do with this preempted process, typically requiring it to roll back to a safe state and restart."
What is the simplest method for 'rollback' in resource preemption?,"Total rollback, which means aborting the process and restarting it from the beginning."
What is a more effective (but complex) method for 'rollback' in resource preemption?,"Rolling back only as necessary, which requires more detailed state information about the process."
"What is the 'Starvation' issue in resource preemption, and why is it a concern?","Starvation occurs when resources are always preempted from the same process, preventing it from ever completing its execution. It's a concern because it means a process never makes progress."
How is the 'starvation' issue commonly addressed in resource preemption?,"A common solution is to include the number of times a process has been rolled back (or picked as a victim) in the cost factor used for victim selection, ensuring it is picked a finite number of times."
Define 'recovery mode'.,A system boot state that provides limited services and is designed to enable the system administrator to repair system problems and debug system startup.
What is a deadlock?,A set of processes where each process is waiting for an event caused by another process in the set.
What are the four necessary conditions for deadlock?,"Mutual exclusion, Hold and wait, No preemption, Circular wait."
Define Mutual Exclusion in the context of deadlocks.,Only one process at a time can use a resource.
Define Hold and Wait in the context of deadlocks.,A process holding at least one resource is waiting to acquire additional resources held by other processes.
Define No Preemption in the context of deadlocks.,"A resource can only be released voluntarily by the process holding it, after that process has completed its task."
Define Circular Wait in the context of deadlocks.,"A set of processes {P0, P1, ..., Pn} exists such that P0 is waiting for a resource held by P1, P1 is waiting for a resource held by P2, ..., Pn-1 is waiting for a resource held by Pn, and Pn is waiting for a resource held by P0."
When is deadlock only possible?,"Only if all four necessary conditions (mutual exclusion, hold and wait, no preemption, circular wait) are present."
How are deadlocks typically modeled?,Using resource-allocation graphs.
What indicates a deadlock in a resource-allocation graph?,A cycle in the graph.
What is the goal of deadlock prevention?,To ensure that at least one of the four necessary conditions for deadlock cannot occur.
What is a practical strategy for deadlock prevention?,Eliminating circular wait.
What is the strategy for deadlock avoidance?,Using the Banker's Algorithm to not grant resources if doing so would lead to an unsafe state.
What is the strategy for deadlock detection?,An algorithm that evaluates processes and resources on a running system to find a deadlocked state.
What are two methods for deadlock recovery?,"Aborting one process in a circular wait, or preempting resources assigned to a deadlocked process."
Describe one method for deadlock recovery related to processes.,Aborting one process that is part of the circular wait.
Describe one method for deadlock recovery related to resources.,Preempting resources that are assigned to a deadlocked process.
What is the main purpose of a computer system?,To execute programs.
Where must programs and data reside for execution?,Partially in main memory.
How do modern computer systems handle multiple processes regarding memory?,They maintain several processes in memory concurrently.
What affects the effectiveness of memory-management schemes?,The specific situation or scenario.
What kind of support do most memory management algorithms require?,Hardware support.
What technique allows the CPU to be shared by processes?,CPU Scheduling.
What benefits arise from sharing the CPU among processes and keeping many processes in memory?,Improved CPU utilization and response speed.
What factor influences the selection of a memory management approach?,Hardware design.
Why is integrated hardware/OS memory management common?,Many memory management algorithms require hardware support.
How is memory structured in a modern computer system?,"As a large array of bytes, each with its own address."
What is the role of the program counter in the CPU's interaction with memory?,The CPU fetches instructions from memory based on the program counter.
What are the stages of an instruction-execution cycle?,"Fetch instruction, decode, fetch operands, execute, store results."
What are key issues pertinent to managing memory discussed in this context?,"Basic hardware, binding symbolic/virtual addresses to physical addresses, and the distinction between logical and physical addresses."
What are the only general-purpose storage components the CPU can access directly?,Main memory and registers.
What is the access speed difference between registers and main memory?,"Registers are accessible within one CPU clock cycle, while main memory accessed via a memory bus may take many CPU cycles."
"What is a ""stall"" in the context of CPU operation?","A CPU state when the CPU is waiting for data from main memory, which delays execution."
How is a CPU stall remedied?,"By adding a fast memory, called a cache, between the CPU and main memory."
Who manages the cache for speeding up memory access?,"Hardware automatically, without OS control."
How can a multithreaded core handle memory stalls?,It can switch threads during a memory stall.
What are the main concerns regarding memory access and concurrent execution?,"Correct operation, protection of the OS from user processes, and protection of user processes from each other."
How is memory protection typically implemented to ensure performance?,"By hardware, so the OS does not have to intervene for every memory access."
Why does each process need a separate memory space?,For protection and concurrent execution.
What two hardware components are used to implement memory protection by defining a legal address range?,A base register and a limit register.
What is the purpose of the base register in memory protection?,It holds the smallest legal physical memory address for a process.
What is the purpose of the limit register in memory protection?,"It defines the size of the legal memory range, in conjunction with the base register."
How does CPU hardware enforce memory protection in user mode?,It compares every address generated in user mode with the base and limit registers.
"What happens if a user-mode process attempts to access memory outside its defined legal range (e.g., OS or another user's memory)?","A trap to the OS occurs, which is considered a fatal error."
What types of modifications does the base/limit register protection mechanism prevent?,Accidental or deliberate modification of the OS or other user's code/data.
"Who is allowed to load the base and limit registers, and under what conditions?","Only the OS, using a privileged instruction while in kernel mode."
Does the OS have restricted or unrestricted access to memory?,The OS has unrestricted access to both OS and user memory.
What are some tasks the OS performs that require its unrestricted memory access?,"Loading programs, dumping programs on errors, accessing system call parameters, performing I/O, and context switches."
What is the initial state of a program on disk before execution?,A binary executable.
What steps are required for a binary executable to run?,"It must be brought into memory, placed in a process context, and then becomes eligible for execution."
What happens to memory when a process terminates?,The memory used by the process is reclaimed.
"In most systems, where can a user process reside in physical memory?",Anywhere.
"What is the first stage of address binding, involving symbolic addresses?","The compiler binds symbolic addresses (e.g., `count`) to relocatable addresses (e.g., ""14 bytes from module start"")."
"What is the second stage of address binding, involving relocatable addresses?","The linker/loader binds relocatable addresses to absolute addresses (e.g., 74014)."
What happens at each stage of address binding?,A mapping from one address space to another occurs.
"When does compile-time address binding occur, and what type of code is generated?","If the process's final memory location is known at compile time, absolute code is generated."
"When does load-time address binding occur, and what type of code is generated?","If the process's final memory location is unknown at compile time, the compiler generates relocatable code, and binding occurs at load time."
When does execution-time address binding occur?,"If the process can be moved in memory during its execution, binding is delayed until run time."
What is a logical address?,An address generated by the CPU.
What is a physical address?,"An address seen by the memory unit (i.e., loaded into the memory-address register), representing the actual location in physical memory."
When are logical and physical addresses identical?,With compile-time or load-time address binding.
When do logical and physical addresses differ?,With execution-time address binding.
What is another term for a logical address?,Virtual address.
What is a logical address space?,The set of all logical addresses generated by a program.
What is a physical address space?,The set of all physical addresses corresponding to the logical addresses generated by a program.
What hardware component performs the run-time mapping of virtual addresses to physical addresses?,The Memory-Management Unit (MMU).
Describe a simple MMU scheme for address translation.,It uses a relocation register (a generalization of the base register) whose value is added to every logical address generated by a user process to create the physical address.
Do user programs directly access real physical addresses?,"No, user programs only deal with logical addresses."
When is the final location of a referenced memory address determined in an MMU system?,At the time of reference (run time).
Why is the concept of a logical address space bound to a separate physical address space central to memory management?,"It allows for proper memory management, including protection and flexibility in process placement."
What was the traditional requirement for program execution regarding memory?,The entire program and data had to be in physical memory.
What was a limitation of the traditional memory loading approach?,Process size was limited by the physical memory size.
What technique improves memory-space utilization by loading routines only when needed?,Dynamic loading.
How does dynamic loading work?,"All routines are kept on disk in relocatable load format. The main program is loaded and executed. When a routine calls another, it checks if the routine is loaded; if not, a relocatable linking loader loads it, updates address tables, and passes control."
What is the main advantage of dynamic loading?,A routine is loaded into memory only when it is needed.
For what types of programs is dynamic loading particularly useful?,"Programs with large amounts of code that handle infrequent cases, such as error routines."
What is the relationship between the total program size and the loaded portion in dynamic loading?,"The total program size can be very large, but the portion actually used (and thus loaded) is much smaller."
Does dynamic loading require special OS support?,"No, it is generally the user's responsibility, although the OS may provide library routines to help."
What is the definition of dynamically linked libraries (DLLs)?,System libraries that are linked to user programs at run time.
How does static linking differ from dynamic linking?,"In static linking, system libraries are treated like object modules and combined by the loader into the binary program image, whereas in dynamic linking, linking is postponed until execution time."
What is the primary use case for dynamic linking?,"It is usually used with system libraries, such as the standard C library."
"What is a disadvantage of not using DLLs (i.e., using static linking for libraries)?","Each program includes a copy of the language library in its executable image, which increases executable size and wastes main memory."
What is a key advantage of DLLs related to memory usage?,"They can be shared among multiple processes, with only one instance loaded into memory."
What is another term for dynamically linked libraries when they are shared among processes?,Shared libraries.
How do programs reference a dynamic library routine?,"The loader locates the DLL, loads it if needed, and adjusts addresses referencing DLL functions to the DLL's memory location."
What is an advantage of DLLs concerning library updates and bug fixes?,"When a library is replaced by a new version, all programs referencing it automatically use the new version without needing to be relinked."
How is backward compatibility managed with dynamic linking and library updates?,"Version information is included in the program and library. Multiple library versions can be loaded, and programs use their specific version info. Minor changes retain the same version number, while major changes increment it."
Do dynamic linking and shared libraries generally require OS help?,Yes.
How does the OS facilitate shared libraries when processes are protected?,The OS checks if a routine is already in another process's memory and allows multiple processes to access the same addresses for shared libraries.
"Define ""stall"" in the context of CPU operation.","A CPU state when the CPU is waiting for data from main memory, which delays execution."
"Define ""cache"".",A temporary copy of data in a reserved memory area used to improve performance.
"Define ""base register"".","A CPU register holding the starting address of an address space, which defines a logical address space when used with a limit register."
"Define ""limit register"".","A CPU register defining the size of a memory range, which defines a logical address space when used with a base register."
"Define ""bind"" in the context of addresses.","To tie together; for example, a compiler binds a symbolic address to a relocatable address."
"Define ""absolute code"".",Code with bindings to absolute memory addresses.
"Define ""relocatable code"".",Code with bindings to memory addresses that can be changed at loading time to reflect the actual location in main memory.
"Define ""logical address"".",An address generated by the CPU; it is translated to a physical address before use.
"Define ""physical address"".",The actual location in physical memory of code or data.
"Define ""virtual address"".",An address generated by the CPU; it is translated to a physical address before use (synonymous with logical address).
"Define ""logical address space"".",The set of all logical addresses generated by a program.
"Define ""physical address space"".",The set of all physical addresses generated by a program.
"Define ""memory-management unit (MMU)"".",A hardware component of the CPU or motherboard that allows memory access.
"What does ""MMU"" stand for?",Memory-Management Unit.
"Define ""relocation register"".",A CPU register whose value is added to every logical address to create the corresponding physical address.
"Define ""dynamic loading"".","The loading of a process routine only when it is called, rather than at the start of the process."
"Define ""dynamically linked libraries (DLLs)"".","System libraries that are linked to user programs at run time, with the linking postponed until execution time."
"Define ""static linking"".",Linking where system libraries are treated like object modules and combined by the loader into the binary program image.
"Define ""shared libraries"".","Libraries that are loaded once and then used by many processes, typically found in systems supporting dynamic linking."
What does main memory accommodate?,The Operating System (OS) and user processes.
How is memory usually divided for the OS and user processes?,"Into two partitions: one for the OS, and one for user processes."
Where can the OS reside in memory?,"In low or high memory. Many OS, including Linux/Windows, use high memory."
How many user processes typically reside in memory concurrently?,Several.
Define Contiguous Memory Allocation.,A memory allocation method where each process is in a single contiguous memory section.
What is the primary goal of memory protection?,To prevent a process from accessing memory it does not own.
Which two registers are combined to implement memory protection?,The relocation register and the limit register.
What is the purpose of the relocation register in memory protection?,It holds the smallest physical address (base address) that a process can access.
What is the purpose of the limit register in memory protection?,It specifies the range of logical addresses that a process can access.
How is a logical address validated in a relocation-register scheme?,Each logical address must fall within the range specified by the limit register.
How does the MMU (Memory Management Unit) map a logical address dynamically using the relocation-register scheme?,By adding the relocation register's value to the logical address.
What is the CPU scheduler's role regarding relocation and limit registers during a context switch?,It loads the relocation and limit registers.
When are CPU-generated addresses checked against the relocation and limit registers?,Every CPU-generated address is checked.
What does the relocation-register scheme allow regarding OS size?,Dynamic changes to the OS size.
Why is the relocation-register scheme desirable for device drivers?,It allows them to be loaded only when needed and removed when no longer needed.
What is the simplest method for memory allocation?,Assigning processes to variably sized partitions.
Define Variable-Partition scheme.,A memory-allocation scheme where each memory partition contains exactly one process.
What does the OS keep track of regarding memory parts in variable-partition allocation?,A table of available and occupied memory parts.
What is the initial state of memory for user processes in a variable-partition scheme?,"All memory is available for user processes as one large block, known as a 'hole'."
What does memory contain after some processes have been loaded and removed?,A set of 'holes' of various sizes scattered throughout memory.
What does the OS consider when a process arrives and requires memory?,Its memory requirements and the available space (holes).
What happens if a process terminates and releases its memory block?,"The OS provides the released memory to another process, and the block is returned to the set of available 'holes'."
What action is taken if a new hole is adjacent to existing holes upon process termination?,The new hole is merged with the adjacent ones to form a larger hole.
Define Dynamic Storage-Allocation Problem.,The problem of satisfying a memory request of size 'n' from a list of free 'holes'.
Name the three common strategies for selecting a free 'hole' in memory allocation.,"First-fit, Best-fit, and Worst-fit."
Define First-Fit in memory allocation.,"In memory allocation, selecting the first hole large enough for a request, searching from the beginning or the last search end. The search stops when a large enough hole is found."
Define Best-Fit in memory allocation.,"In memory allocation, selecting the smallest hole large enough for a request."
Define Worst-Fit in memory allocation.,"In memory allocation, selecting the largest hole available."
What is typically required when using the Best-Fit strategy?,The entire list of holes must be searched (unless ordered by size).
What kind of leftover hole does Best-fit allocation produce?,The smallest leftover hole.
What kind of leftover hole does Worst-fit allocation produce?,The largest leftover hole.
How do First-fit and Best-fit compare to Worst-fit in simulations?,"First-fit and Best-fit are generally better than Worst-fit, both in terms of decreasing time and improving storage utilization."
"Which memory allocation strategy, First-fit or Best-fit, is generally faster?",First-fit.
Define External Fragmentation.,"A type of fragmentation where available memory has holes that together are enough to satisfy a request, but no single hole is large enough. The storage is fragmented and non-contiguous."
How does external fragmentation occur?,"When processes are loaded and removed from memory, free memory is broken into many small, noncontiguous pieces."
What is the 50-percent rule in memory fragmentation?,"A statistical finding that for N allocated blocks, 0.5 N blocks are lost to fragmentation, meaning one-third of memory may become unusable."
What are the two types of memory fragmentation?,Internal fragmentation and external fragmentation.
Define Internal Fragmentation.,Unused memory that is internal to a partition.
When does internal fragmentation occur?,"When allocated memory is slightly larger than the requested memory (e.g., in fixed-sized blocks)."
What is a common solution to external fragmentation?,Compaction.
Define Compaction in memory management.,Shuffling storage contents to consolidate all used space and create one or more large contiguous blocks of free memory (holes).
Under what condition is compaction possible?,Only if relocation is dynamic (execution time). It is not possible if relocation is static (assembly/load time).
What actions are required during compaction if dynamic relocation is enabled?,Move the program/data and change the base register.
Is compaction generally expensive or inexpensive?,"It can be expensive (e.g., moving all processes to one end)."
What is another solution to external fragmentation besides compaction?,Permitting a noncontiguous logical address space.
Which common memory-management technique permits noncontiguous logical address space to solve external fragmentation?,Paging.
What is the most common memory-management technique?,Paging.
What memory management challenge did paging address?,The requirement for contiguous physical address space.
What is Paging?,A memory-management scheme allowing noncontiguous physical address space.
What issues does Paging avoid?,External fragmentation and compaction issues.
Why is Paging widely used?,"Due to its advantages, it is used in most operating systems, from servers to mobile devices."
How is Paging implemented?,Through OS and hardware cooperation.
What are fixed-sized blocks of physical memory called in paging?,Frames.
What are fixed-sized blocks of logical memory called in paging?,Pages.
How are pages loaded during process execution in a paging system?,"Pages are loaded into any available memory frames, either from the file system or backing store."
How is the backing store divided in a paging system?,"Into fixed-sized blocks, typically the same size as frames or clusters."
What is the relationship between logical address space and physical address space in paging?,They are totally separate.
What are the two parts of a CPU-generated address in a paging system?,Page number (p) and page offset (d).
What is the page number (p) in a CPU-generated address?,It is an index into the per-process page table.
What is the page offset (d) in a CPU-generated address?,It is the location within the referenced frame.
What does a page table contain?,The base address of each frame in physical memory.
How is the physical memory address calculated in a paging system?,Base address of frame + page offset.
List the MMU steps to translate a logical address to a physical address in a paging system.,"1. Extract page number 'p', use as index into page table. 2. Extract corresponding frame number 'f' from page table. 3. Replace page number 'p' with frame number 'f'."
Does the page offset 'd' change during logical to physical address translation?,"No, the offset 'd' does not change."
Who defines the page size (and thus frame size) in a paging system?,Hardware.
"What characteristic do page sizes typically have, and what is their typical range?","They are a power of 2, typically ranging from 4 KB to 1 GB."
Why is a power of 2 page size beneficial?,It allows for easy translation of a logical address into its page number and offset.
"Given a logical address space of 2^m bytes and a page size of 2^n bytes, how are the page number and page offset determined?","The high-order m-n bits represent the page number, and the low-order n bits represent the page offset."
What form of relocation is paging considered?,Dynamic relocation.
How are logical addresses bound to physical addresses in a paging system?,Every logical address is bound by paging hardware to a physical address.
Does paging suffer from external fragmentation?,"No, because any free frame can be allocated."
