Front,Back,Reversible
What is the initial requirement for a new thread entering a system using the Banker's Algorithm?,"A new thread must declare its maximum instances of each resource type it may need, which cannot exceed total system resources.",y
Under what condition is a resource request granted in the Banker's Algorithm?,A request is granted only if the allocation leaves the system in a safe state.,y
Describe the 'Available' data structure in the Banker's Algorithm.,A vector of length m (number of resource types) indicating the number of available resources of each type.,y
Describe the 'Max' data structure in the Banker's Algorithm.,An n × m matrix (where n is the number of threads and m is the number of resource types) representing the maximum demand of each thread.,y
Describe the 'Allocation' data structure in the Banker's Algorithm.,An n × m matrix (where n is the number of threads and m is the number of resource types) representing the resources currently allocated to each thread.,y
Describe the 'Need' data structure in the Banker's Algorithm and how it's calculated.,An n × m matrix (where n is the number of threads and m is the number of resource types) representing the remaining resource need of each thread. It is calculated as Need[i][j] = Max[i][j] - Allocation[i][j].,y
Outline the steps of the Safety Algorithm used within the Banker's Algorithm.,"1. Initialize Work = Available and Finish[i] = false for i = 0, …, n-1.
2. Find an index i such that Finish[i] == false and Need₁ ≤ Work. If no such i exists, go to step 4.
3. Update Work = Work + Allocation₁ and set Finish[i] = true. Go to step 2.
4. If Finish[i] == true for all i, the system is in a safe state.",y
What is the time complexity of the Safety Algorithm in the Banker's Algorithm?,"O(m × n²) operations, where m is the number of resource types and n is the number of threads.",y
Outline the steps of the Resource-Request Algorithm for thread T₁ in the Banker's Algorithm.,"1. If Request₁ ≤ Need₁, proceed. Otherwise, an error occurs (thread exceeded its maximum claim).
2. If Request₁ ≤ Available, proceed. Otherwise, thread T₁ must wait (resources are unavailable).
3. Pretend to allocate the resources: Update Available = Available - Request₁, Allocation₁ = Allocation₁ + Request₁, and Need₁ = Need₁ - Request₁.
4. If the resulting state is safe (checked using the Safety Algorithm), grant the request. Otherwise, thread T₁ waits and the old state is restored.",y
What two algorithms are needed for deadlock management if a system does not use deadlock-prevention or deadlock-avoidance?,"An algorithm to determine if a deadlock occurred, and an algorithm to recover from the deadlock.",y
What constitutes the overhead of deadlock detection and recovery?,Run-time costs and potential losses from recovery.,y
What graphical tool is used for deadlock detection when there is a single instance of each resource type?,A wait-for graph.,y
How is a wait-for graph derived from a resource-allocation graph?,By removing resource nodes and collapsing edges.,y
What does an edge Tᵢ → Tⱼ signify in a wait-for graph?,It implies that thread Tᵢ is waiting for thread Tⱼ to release a resource R_q that Tᵢ needs.,y
How is a deadlock identified using a wait-for graph?,A deadlock exists if the wait-for graph contains a cycle.,y
What is the general approach to deadlock detection using a wait-for graph?,Maintain the wait-for graph and periodically invoke an algorithm to search for cycles.,y
What is the computational complexity of cycle detection in a graph?,"O(n²) operations, where n is the number of vertices.",y
What is the `deadlock_detector` tool from the BCC toolkit used for?,Detecting deadlocks for Pthreads mutex locks on Linux.,y
How does the `deadlock_detector` tool work?,"It inserts probes to trace `pthread_mutex_lock()` and `pthread_mutex_unlock()` calls, constructs a wait-for graph, and reports deadlock if a cycle is detected.",y
Why is the wait-for graph scheme not applicable for deadlock detection when there are several instances of a resource type?,The wait-for graph scheme is only suitable for single instances of each resource type.,y
What three data structures are used in the deadlock detection algorithm for several instances of a resource type?,"`Available` (vector), `Allocation` (matrix), and `Request` (matrix).",y
Define the `Available` vector in the context of the deadlock detection algorithm for multiple resource instances.,A vector of length m (number of resource types) indicating the number of available instances of each resource type.,y
Define the `Allocation` matrix in the context of the deadlock detection algorithm for multiple resource instances.,An n × m matrix where `Allocation[i][j]` is the number of resources of type Rⱼ currently allocated to thread Tᵢ.,y
Define the `Request` matrix in the context of the deadlock detection algorithm for multiple resource instances.,An n × m matrix where `Request[i][j] = k` means thread Tᵢ is requesting k more instances of resource type Rⱼ.,y
Describe the initialization step (Step 1) of the deadlock detection algorithm for several instances of a resource type.,"Initialize `Work` = `Available`. For each thread `i`, if `Allocation[i]` is not zero, set `Finish[i]` = `false`; otherwise, set `Finish[i]` = `true`.",y
Describe the iterative search step (Step 2) of the deadlock detection algorithm for several instances of a resource type.,"Find an index `i` such that `Finish[i]` is `false` and `Request[i]` ≤ `Work`. If no such `i` exists, proceed to Step 4.",y
Describe the resource update step (Step 3) of the deadlock detection algorithm for several instances of a resource type.,"Update `Work` = `Work` + `Allocation[i]`, set `Finish[i]` = `true`, and then go back to Step 2.",y
Describe the deadlock determination step (Step 4) of the deadlock detection algorithm for several instances of a resource type.,"If `Finish[i]` == `false` for any thread `i` (0 ≤ i < n), then thread Tᵢ is deadlocked.",y
What is the computational complexity of the deadlock detection algorithm for several instances of a resource type?,"O(m × n²) operations, where m is the number of resource types and n is the number of threads.",y
"What is the ""optimistic attitude"" principle applied in the deadlock detection algorithm for multiple resource instances?","If a thread's `Request` is less than or equal to `Work`, it is optimistically assumed that the thread will complete its execution and return its resources.",y
"In the example given for multiple resource instance deadlock detection, what sequence of threads demonstrates that the initial state is not deadlocked?","<T₀, T₂, T₃, T₁, T₄>.",y
"In the example given for multiple resource instance deadlock detection, if thread T₂ requests an additional instance of resource C, which threads become involved in a deadlock?","Threads T₁, T₂, T₃, T₄.",y
What two factors determine when to invoke a deadlock detection algorithm?,"How often a deadlock is likely to occur, and how many threads will be affected by a deadlock when it happens.",y
What are the consequences if deadlocks are frequent but not detected promptly?,"Resources allocated to deadlocked threads become idle, and the number of threads in the deadlock cycle may grow.",y
"What is an extreme approach to invoking a deadlock detection algorithm, and what are its pros and cons?",Invoking it every time a resource request cannot be granted immediately. Pros: Identifies deadlocked threads and the specific 'causing' thread. Cons: High computational overhead.,y
"What is a less expensive approach to invoking a deadlock detection algorithm, and what is its potential drawback?","Invoking it at defined intervals (e.g., hourly, or when CPU utilization drops below 40%). Drawback: May not identify the specific 'causing' thread.",y
How do database systems typically manage deadlocks?,Using deadlock detection and recovery.,y
"In database systems, what are updates referred to as, and what mechanism is used for data integrity?","Updates are referred to as transactions, and locks are used for data integrity.",y
How does a database server detect deadlocks?,It periodically searches for cycles in the wait-for graph.,y
What is the first step a database system takes when a deadlock is detected?,A victim transaction is selected.,y
"After a victim transaction is selected in a database deadlock, what happens to it?","The victim transaction is aborted and rolled back, which releases its locks.",y
What is the outcome for the remaining transactions after a victim is aborted in a database deadlock?,The remaining transactions are freed from the deadlock.,y
What happens to an aborted transaction after it's rolled back in a database deadlock scenario?,The aborted transaction is reissued.,y
How does MySQL typically choose a victim transaction during deadlock resolution?,"It minimizes the number of rows inserted, updated, or deleted by the victim transaction.",y
"Define ""wait-for graph"".","In deadlock detection, a variant of the resource-allocation graph with resource nodes removed; indicates a deadlock if the graph contains a cycle.",y
"Define ""thread dump"".","In Java, a snapshot of the state of all threads in an application; a useful debugging tool for deadlocks.",y
What are the two general options when deadlock is detected?,Inform operator (manual recovery); System recovers automatically.,y
What are the two primary options for breaking a deadlock?,Abort one or more threads (to break circular wait); Preempt resources from deadlocked threads.,y
How can deadlocks be eliminated through process/thread termination?,"By aborting one or more processes or threads, which allows the system to reclaim all their held resources.",y
Describe the 'Abort all deadlocked processes' method for resolving deadlock.,This method immediately breaks the deadlock cycle but is expensive due to discarded computations and the need for recomputation.,y
Describe the 'Abort one process at a time until deadlock eliminated' method for resolving deadlock.,"This method involves aborting processes sequentially until the deadlock is resolved, but it incurs high overhead because deadlock detection must be performed after each abort.",y
What are potential issues when aborting a process to resolve a deadlock?,"Files may be left in an incorrect state if they were being updated; Shared data integrity issues can arise if the process was updating data while holding a mutex lock, requiring the lock status to be restored.",y
What factors influence the decision of which process to terminate during partial termination to resolve a deadlock?,"It is a policy decision, often based on economic factors to minimize cost.",y
"List the factors considered when choosing a victim process to terminate for deadlock recovery, aiming for minimum cost.","Process priority; Computation time (how long computed, how much longer); Resources used (types, ease of preemption); Resources needed to complete; Number of processes to terminate.",y
What is the concept of 'resource preemption' in deadlock recovery?,It involves successively taking resources away from one or more processes and allocating them to others until the deadlock is broken.,y
What is the 'selecting a victim' issue in resource preemption for deadlock recovery?,"It involves determining which resources or processes to preempt, with the goal of minimizing the cost (e.g., considering resources held or time consumed).",y
Explain the 'rollback' issue in resource preemption for deadlock recovery.,"A preempted process cannot continue normal execution due to missing resources. The solution is to roll the process back to a safe state and restart it. This can be a total rollback (abort and restart) or a more effective partial rollback (only as necessary), which requires more state information.",y
What are the two main approaches to 'rollback' in resource preemption for deadlock recovery?,"Total rollback (simplest, involves aborting and restarting the process); Partial rollback (more effective, involves rolling back only as necessary, requires more state information).",y
Describe the 'starvation' issue in resource preemption for deadlock recovery.,"Starvation occurs if resources are always preempted from the same process, preventing it from ever completing its execution.",y
How is the 'starvation' issue typically addressed in resource preemption for deadlock recovery?,By ensuring that a process is picked as a victim only a finite number of times. A common solution is to include the number of times a process has been rolled back in the cost factor used for victim selection.,y
Define 'recovery mode'.,A system boot state that provides limited services and is designed to enable the system administrator to repair system problems and debug system startup.,y
What is a deadlock?,A set of processes where each process is waiting for an event caused by another process in the set.,y
List the four necessary conditions for a deadlock to occur.,"Mutual exclusion, Hold and wait, No preemption, Circular wait.",y
When is a deadlock possible?,"Only if all four necessary conditions (mutual exclusion, hold and wait, no preemption, and circular wait) are present simultaneously.",y
How are deadlocks modeled?,With resource-allocation graphs.,y
What indicates a deadlock in a resource-allocation graph?,A cycle in the graph.,y
What is the goal of deadlock prevention?,To ensure that one of the four necessary conditions for deadlock cannot occur.,y
What is a practical method for deadlock prevention?,Eliminating circular wait.,y
What is deadlock avoidance?,A method that uses algorithms to avoid granting resources if doing so would lead to an unsafe state.,y
Which algorithm is commonly used for deadlock avoidance?,Banker's algorithm.,y
What is deadlock detection?,An algorithm that evaluates processes and resources on a running system to find a deadlocked state.,y
What are the two main methods for deadlock recovery?,"Aborting one process in a circular wait, or preempting resources assigned to a deadlocked process.",y
What is the main purpose of a computer system?,To execute programs.,y
Where must programs and data reside during execution?,Partially in main memory.,y
What is a characteristic of modern computer systems regarding processes and memory?,They maintain several processes in memory concurrently.,y
How does the effectiveness of memory-management schemes vary?,It depends on the specific situation.,y
What do most memory-management algorithms require?,Hardware support.,y
How is the CPU shared among processes?,Through CPU scheduling.,y
What are the benefits of CPU scheduling?,It improves CPU utilization and response speed.,y
What is required to effectively implement CPU scheduling?,Keeping many processes in memory (sharing memory).,y
What is the role of memory in a modern computer system?,It is central to the system's operation.,y
Describe memory from the CPU's perspective.,"A large array of bytes, each with its own address.",y
How does the CPU execute a program involving memory?,The CPU fetches instructions from memory as indicated by the program counter. Instructions may cause loading or storing to specific memory addresses.,y
List the stages of an instruction-execution cycle.,"Fetch instruction, decode, fetch operands, execute, store results.",y
What does the memory unit see during operation?,"A stream of addresses, without knowing their generation or purpose.",y
What are the only general-purpose storage components the CPU can access directly?,Main memory and registers.,y
Where must instructions and data be for the CPU to operate on them?,In direct-access storage (main memory or registers).,y
How quickly are registers accessible by the CPU?,Within one CPU clock cycle.,y
"How is main memory accessed, and what is its access time relative to registers?","Via the memory bus, which may take many CPU cycles.",y
What is a 'stall' in the context of CPU operation?,"CPU state when the CPU is waiting for data from main memory, which delays execution.",y
What is a 'cache'?,A temporary copy of data in a reserved memory area to improve performance.,y
How is cache management typically handled?,"By hardware automatically to speed up memory access, without OS control.",y
How can a multithreaded core mitigate memory stalls?,By switching threads during the memory stall.,y
What are the primary concerns regarding memory operation and protection?,"Correct operation, protection of the OS from user processes, and protection of user processes from each other.",y
How is memory protection achieved?,"By hardware, which determines the legal address range for a process and ensures access only to legal addresses. The OS doesn't intervene for performance during typical access.",y
What is needed for process protection and concurrent execution in memory?,Each process needs a separate memory space.,y
What is a 'base register'?,A CPU register with the starting address of an address space. It defines the logical address space along with the limit register.,y
What is a 'limit register'?,A CPU register defining the size of a range. It defines the logical address space along with the base register.,y
How does CPU hardware enforce memory protection in user mode?,It compares every address generated in user mode with the base and limit registers.,y
What happens if a user process attempts to access OS or another user's memory?,"It results in a trap to the OS, which is a fatal error.",y
What does the use of base and limit registers prevent?,Accidental or deliberate modification of the OS or other user code/data.,y
Who can load the base and limit registers?,"Only the OS, using privileged instructions in kernel mode.",y
What kind of memory access does the OS have?,Unrestricted access to both OS and user memory.,y
What tasks does the OS perform with its unrestricted memory access?,"Loading programs, dumping memory on errors, accessing system call parameters, performing I/O, and facilitating context switches.",y
What are the initial steps for a program to run from disk?,"It's brought into memory as a binary executable, placed in a process context, and then becomes eligible for execution.",y
What happens to a process's memory when it terminates?,The memory is reclaimed.,y
Where can a user process reside in physical memory in most systems?,Anywhere in physical memory.,y
What is 'bind' in the context of addresses?,"To tie together. It refers to the mapping from one address space to another, such as a compiler binding symbolic addresses to relocatable addresses.",y
How are addresses represented in a source program?,"Symbolically (e.g., 'count').",y
What does a compiler bind symbolic addresses to?,"Relocatable addresses (e.g., '14 bytes from module start').",y
What do the linker/loader bind relocatable addresses to?,"Absolute addresses (e.g., 74014).",y
Describe compile-time address binding.,"If the process's physical memory location is known in advance, the compiler generates 'absolute code' with absolute memory addresses.",y
What is 'absolute code'?,Code with bindings to absolute memory addresses.,y
Describe load-time address binding.,"If the process's physical memory location is unknown at compile time, the compiler generates 'relocatable code', and binding occurs when the program is loaded into memory.",y
What is 'relocatable code'?,Code with bindings to memory addresses changed at loading time to reflect location in main memory.,y
Describe execution-time address binding.,"If a process can be moved during its execution, binding is delayed until run time.",y
What is a 'logical address'?,An address generated by the CPU; it is translated to a physical address before use. Also called a virtual address.,y
What is a 'physical address'?,The actual location in physical memory of code or data.,y
What is a 'virtual address'?,An address generated by the CPU; it is translated to a physical address before use. Also called a logical address.,y
What is a 'logical address space'?,The set of all logical addresses generated by a program.,y
What is a 'physical address space'?,The set of all physical addresses corresponding to the logical addresses generated by a program.,y
When are logical and physical addresses identical?,With compile-time and load-time binding.,y
When do logical and physical addresses differ?,With execution-time binding.,y
What is a 'memory-management unit (MMU)'?,A hardware component of the CPU or motherboard allowing memory access by mapping logical addresses to physical addresses at run-time.,y
How does a simple MMU scheme work?,It uses a relocation register (a base register generalization). The value in the relocation register is added to every logical address generated by a user process to create the physical address.,y
What kind of addresses does a user program deal with?,Logical addresses; it never accesses real physical addresses directly.,y
When is the final physical location of a referenced memory address determined in an execution-time binding system?,At the time of the memory reference.,y
What concept is central to proper memory management?,The concept of a logical address space bound to a separate physical address space.,y
What was a limitation of traditional program loading?,"The entire program and its data had to be in physical memory for execution, limiting process size by physical memory size.",y
What is 'dynamic loading'?,"The loading of a process routine when called, not at process start. This improves memory-space utilization.",y
How does dynamic loading work?,"All routines are kept on disk in relocatable load format. The main program is loaded and executed. When a routine calls another, it checks if it's loaded. If not, a relocatable linking loader loads the routine, updates address tables, and passes control.",y
What is the main advantage of dynamic loading?,"Routines are loaded only when needed. This is useful for large programs with infrequent code paths (e.g., error routines), as the total program size can be large but the portion used (loaded) much smaller.",y
Does dynamic loading require special OS support?,"No, it is primarily the user's responsibility, though the OS may provide library routines to help.",y
What are 'dynamically linked libraries (DLLs)'?,System libraries linked to user programs at run time; linking is postponed until execution time.,y
What is 'static linking'?,"Linking where system libraries are treated like object modules, combined by the loader into the binary program image.",y
What are the disadvantages of static linking?,"Each program includes a copy of the language library in its executable image, which increases executable size and wastes main memory.",y
What is another significant advantage of dynamically linked libraries (DLLs)?,"They can be shared among multiple processes, with only one instance loaded into memory.",y
What are 'shared libraries'?,"Libraries loaded once, used by many processes; used in systems supporting dynamic linking. DLLs are an example of shared libraries.",y
How does a program reference a dynamic library routine?,"The loader locates the DLL, loads it if needed, and adjusts the addresses in the program that reference the DLL functions to the DLL's memory location.",y
How do DLLs simplify library updates?,"If a library is replaced by a new version, all programs referencing it automatically use the new version without needing to be relinked.",y
How do DLLs handle compatibility issues with updates?,"Programs and libraries include version information to prevent incompatible versions. Multiple library versions can be loaded, and a program uses its specific version info. Minor changes keep the same version number; major changes increment it.",y
Who is affected by incompatible changes in a dynamic library?,Only programs compiled with the new library version. Programs linked before the new library continue using the older version.,y
Does dynamic linking and shared libraries generally require OS help?,"Yes, especially if processes are protected. The OS needs to check if a routine is in another process's memory and allow multiple processes to access the same addresses.",y
What is contiguous memory allocation?,A memory allocation method where each process is in a single contiguous memory section.,y
Define 'variable-partition' scheme in memory allocation.,A memory-allocation scheme where each memory partition contains exactly one process.,y
"In variable partition memory allocation, what is a 'hole'?",A contiguous section of unused memory.,y
What is the 'dynamic storage-allocation problem'?,The problem of satisfying a memory request of size n from a list of free holes.,y
Explain the 'first-fit' memory allocation strategy.,"In memory allocation, selecting the first hole large enough for a request. Search is from the beginning or last search end, stopping when a large enough hole is found.",y
Explain the 'best-fit' memory allocation strategy.,"In memory allocation, selecting the smallest hole large enough for a request. Requires searching the entire list (unless ordered by size) and produces the smallest leftover hole.",y
Explain the 'worst-fit' memory allocation strategy.,"In memory allocation, selecting the largest hole available. Requires searching the entire list (unless sorted by size) and produces the largest leftover hole (which may be more useful).",y
Define 'external fragmentation'.,"A type of fragmentation where available memory has holes that together are enough to satisfy a request, but no single hole is large enough because the storage is fragmented.",y
What is the '50-percent rule' in the context of memory fragmentation?,"A statistical finding that fragmentation, particularly external fragmentation with first-fit, may result in 50 percent space loss (one-third of memory unusable).",y
Define 'internal fragmentation'.,Unused memory internal to a partition.,y
What is 'compaction' in memory management?,A technique to shuffle storage contents to consolidate used space and create one or more large contiguous holes.,y
How is main memory typically divided?,Into two partitions: one for the OS and one for user processes.,y
Where can the Operating System (OS) reside in memory?,"In either low memory or high memory (many OS, including Linux/Windows, use high memory).",y
What is a characteristic of user processes residing in memory concurrently?,Several user processes can reside in memory concurrently.,y
What is the primary purpose of memory protection in contiguous memory allocation?,To prevent a process from accessing memory it does not own.,y
Which two registers are combined for memory protection in contiguous allocation?,The relocation register and the limit register.,y
What does the relocation register specify?,The smallest physical address a process can access (base address).,y
What does the limit register specify?,The range of logical addresses a process can access (size of the process).,y
How is a logical address checked for validity in memory protection?,"Each logical address generated by the CPU must fall within the range defined by the limit register (i.e., be less than the limit value).",y
How does the MMU (Memory Management Unit) map a logical address to a physical address dynamically?,By adding the value of the relocation register to the logical address.,y
What is the role of the CPU scheduler regarding relocation and limit registers?,It loads the appropriate relocation and limit registers during a context switch to protect memory for the newly running process.,y
What happens to every CPU-generated address in a memory-protected system?,Every CPU-generated address is checked against the relocation and limit registers before being sent to memory.,y
What does the relocation-register scheme protect?,The OS and other user programs/data from modification by a running process.,y
What is a benefit of the relocation-register scheme concerning OS size?,It allows for dynamic changes in OS size.,y
Why is the relocation-register scheme desirable for device drivers?,"It allows device drivers to be loaded only when needed and removed when no longer needed, optimizing memory usage.",y
What is the simplest method for memory allocation in contiguous schemes?,Assigning processes to variably sized partitions.,y
How does the OS manage memory parts in a variable-partition scheme?,It keeps a table of available (holes) and occupied memory parts.,y
What happens when a process arrives if there is insufficient memory?,The process can either be rejected or placed in a wait queue.,y
What happens if a selected hole is too large for an arriving process?,"The hole is split into two parts: one allocated to the process, and the other (the leftover) is returned to the list of holes.",y
What happens to a memory block when a process terminates?,The memory block is released and placed back into the list of holes.,y
"What action is taken if a new hole, formed by a terminating process, is adjacent to other existing holes?","The new hole is merged with the adjacent holes to form a larger, contiguous hole.",y
Which memory allocation strategies produce the smallest leftover hole?,Best-fit.,y
Which memory allocation strategies produce the largest leftover hole?,Worst-fit.,y
"According to simulations, which memory allocation strategies are generally better than worst-fit in terms of time and storage utilization?",First-fit and Best-fit.,y
"Between First-fit and Best-fit, which is generally faster?",First-fit.,y
Which memory allocation strategies commonly suffer from external fragmentation?,First-fit and Best-fit.,y
What causes external fragmentation?,"As processes are loaded and removed from memory, free memory is broken into many small, noncontiguous pieces.",y
What is the practical impact of external fragmentation?,"There might be enough total free memory to satisfy a request, but it is scattered in small pieces, preventing allocation of a large contiguous block.",y
What is the primary cause of internal fragmentation?,"It occurs when allocated memory is slightly larger than the requested memory, such as when using fixed-sized blocks or rounding up to a multiple of a page size.",y
Under what condition is compaction possible as a solution to external fragmentation?,Only if relocation is dynamic (can happen during execution time).,y
Why is compaction not possible if relocation is static?,Because memory addresses are fixed at assembly or load time and cannot be changed during execution.,y
How does compaction work if dynamic relocation is possible?,"Programs and data are moved in memory, and their base (relocation) registers are updated accordingly.",y
What is a disadvantage of compaction?,"It can be an expensive operation, especially if many processes need to be moved.",y
What is another solution to external fragmentation besides compaction?,Permitting a noncontiguous logical address space for processes.,y
Which memory-management technique uses the strategy of permitting noncontiguous logical address space?,"Paging, which is the most common memory-management technique.",y
Is fragmentation a problem unique to memory management?,"No, fragmentation is a general problem in computing, particularly in storage management.",y
What was a requirement for memory management prior to paging?,Contiguous physical address space.,y
Define Paging.,A memory-management scheme that allows a process's physical address space to be noncontiguous.,y
What issues does paging avoid?,External fragmentation and compaction issues.,y
Why is paging widely used in operating systems?,"Due to its advantages, it is used in most operating systems, from servers to mobile devices.",y
How is paging implemented?,Through cooperation between the operating system and hardware.,y
What are 'frames' in the context of paging?,Fixed-sized blocks into which physical memory is broken.,y
What are 'pages' in the context of paging?,Fixed-sized blocks into which logical memory is broken (same size as frames).,y
How are pages loaded during process execution in a paging system?,"Pages are loaded into any available memory frames, which can come from the file system or backing store.",y
How is the backing store divided in a paging system?,"Into fixed-sized blocks, the same size as frames or clusters.",y
What is the relationship between logical and physical address space in paging?,Logical address space is totally separate from physical address space.,y
What are the two parts of a CPU-generated address in a paged system?,Page number (p) and page offset (d).,y
What is the function of the page number (p)?,It serves as an index into the per-process page table.,y
What does a page table contain?,The base address of each frame in physical memory.,y
What is the function of the page offset (d)?,It specifies the location within the referenced frame.,y
How is a physical memory address calculated in a paging system?,Base address of the frame + page offset.,y
Describe the MMU steps to translate a logical address to a physical address.,1. Extract page number (p) and use it as an index into the page table. 2. Extract the corresponding frame number (f) from the page table. 3. Replace the page number (p) with the frame number (f).,y
Which part of the CPU-generated address does not change during logical-to-physical address translation?,The page offset (d).,y
How are page and frame sizes determined?,They are defined by hardware.,y
What are the typical characteristics of page size?,"A power of 2, typically ranging from 4 KB to 1 GB.",y
What is the advantage of a page size being a power of 2?,It makes the translation of a logical address to a page number and offset easier.,y
"Given a logical address space of 2^m bytes and a page size of 2^n bytes, how are the page number and page offset determined from the logical address?","The high-order (m-n) bits represent the page number, and the low-order (n) bits represent the page offset.",y
What type of relocation is paging considered?,A form of dynamic relocation.,y
How are logical addresses bound to physical addresses in paging?,Every logical address is bound to a physical address by the paging hardware.,y
Does paging suffer from external fragmentation?,"No, because any free frame can be allocated.",y
Does paging suffer from internal fragmentation?,"Yes, the last frame allocated for a process may not be entirely full, leading to internal fragmentation.",y
What is the average internal fragmentation per process in a paging system?,One-half page per process.,y
What is an advantage of small page sizes?,They result in less internal fragmentation.,y
What is an advantage of larger page sizes regarding page-table entries?,The overhead per page-table entry is reduced with larger page sizes.,y
What is an advantage of larger page sizes regarding disk I/O?,Disk I/O becomes more efficient with larger data transfers.,y
How have page sizes evolved over time and why?,"Page sizes have grown over time because processes, data sets, and main memory have become larger.",y
What are typical page sizes in modern systems?,"Typically 4 KB or 8 KB, though some systems support multiple sizes (e.g., Windows 10: 4 KB, 2 MB; Linux: default 4 KB, huge pages).",y
What is a common size for a page-table entry on a 32-bit CPU?,Typically 4 bytes.,y
How many physical page frames can a 32-bit page-table entry point to?,2^32 physical page frames.,y
"With a 4 KB frame size (2^12 bytes) and 4-byte page-table entries, how much physical memory can a system address?","2^44 bytes, which is 16 TB (2^32 frames * 2^12 bytes/frame = 2^44 bytes).",y
Is the physical memory size of a system typically the same as the maximum logical size of a process?,"No, physical memory size is typically different from the maximum logical size of a process.",y
"Besides frame addresses, what other information can page-table entries contain?","Other information, which reduces the number of bits available for frame addresses.",y
What happens when a process arrives in a paging system regarding memory allocation?,"Its size in pages is examined, and each page requires one available frame.",y
Describe the loading process for pages of a new process.,"The first page is loaded into an allocated frame, and its frame number is recorded in the page table. Subsequent pages are loaded into other frames, with their frame numbers also recorded in the page table.",y
What is a key concept regarding memory views in paging?,There is a clear separation between the programmer's view of memory and the actual physical memory.,y
How does a programmer typically view memory for a single program?,As a single contiguous space.,y
How is a user program typically stored in physical memory?,"It is scattered throughout physical memory, which also holds other programs.",y
What component reconciles the programmer's view of memory with the actual physical memory?,The address-translation hardware.,y
"Who controls the translation of logical addresses to physical addresses, and is it visible to the programmer?","The operating system controls it, and it is hidden from the programmer.",y
How does paging prevent a user process from accessing memory it doesn't own?,"A user process has no way to address memory outside of its own page table, preventing access to unowned memory.",y
What is the OS's role in managing physical memory in a paging system?,"The OS manages physical memory, being aware of allocation details such as allocated/available frames and the total number of frames.",y
What system-wide data structure holds information about physical page frames?,The frame table.,y
What kind of information is kept in the frame table?,"One entry per physical page frame, indicating if it's free or allocated, and if allocated, to which process and page it belongs.",y
How does the OS handle system calls with address parameters in a paging environment?,The address parameter provided in the system call is mapped to the correct physical address by the OS.,y
Why does the OS maintain a copy of the page table for each process?,"For manual logical-to-physical translation by the OS, and for the CPU dispatcher to define the hardware page table when a process is allocated the CPU.",y
What is a drawback of paging regarding context switching?,Paging increases context-switch time.,y
Are page tables per-process or system-wide data structures?,Page tables are per-process data structures.,y
Where is the pointer to a process's page table stored?,"In the process control block, along with other registers.",y
What does the CPU scheduler do when it selects a process in a paging system?,It reloads user registers and hardware page-table values from the stored user page table.,y
What is the simplest hardware implementation of a page table?,Dedicated high-speed hardware registers.,y
What is a drawback of using dedicated hardware registers for page tables?,It increases context-switch time because the entire set of registers must be exchanged.,y
For what size of page tables is the dedicated hardware register implementation feasible?,"Only for small page tables (e.g., 256 entries).",y
How large can page tables be in contemporary CPUs?,"Much larger, for example, 2^20 entries.",y
"Given the size of contemporary page tables, where are they typically kept?",In main memory.,y
What CPU register points to the in-memory page table?,The page-table base register (PTBR).,y
How does using a PTBR reduce context-switch time?,"When changing page tables, only the PTBR needs to be changed, rather than reloading an entire set of registers.",y
What is the consequence of storing the page table in main memory?,It leads to slower memory access times.,y
Why does storing the page table in main memory result in two memory accesses for data?,"One memory access is needed for the page-table entry, and a second access is needed for the actual data.",y
What is the standard solution to mitigate the performance impact of two memory accesses per data access?,"A special, small, fast-lookup hardware cache called a translation look-aside buffer (TLB).",y
What are the characteristics of a TLB?,"It is an associative, high-speed memory.",y
What does each TLB entry consist of?,A key (tag) and a value.,y
How does associative memory in a TLB perform lookups?,"An item presented to the associative memory is compared with all keys simultaneously. If found, the corresponding value is returned rapidly.",y
How does TLB lookup affect performance in the instruction pipeline?,"It is typically part of the instruction pipeline, resulting in no additional performance penalty.",y
What is the typical size range for a TLB?,"32 to 1,024 entries.",y
What is an optimization some CPUs use regarding TLBs?,"Having separate instruction and data address TLBs, effectively doubling the number of entries.",y
Describe the process of using a TLB with page tables when the CPU generates a logical address.,"The MMU first checks if the page number is in the TLB. If it is (TLB hit), the frame number is immediately available. If not (TLB miss), a memory reference to the page table is made to get the frame number, which is then added to the TLB.",y
What happens when the TLB is full and a new entry needs to be added?,"An existing entry is replaced using policies like LRU (Least Recently Used), round-robin, or random.",y
What are 'wired down' entries in a TLB?,"Entries that cannot be removed from the TLB by the usual replacement algorithms, typically used for critical kernel code.",y
What are ASIDs (Address-Space Identifiers) in a TLB entry?,"Unique identifiers for a process that provide address-space protection. They ensure the current process's ASID matches the virtual page's ASID, otherwise, it's treated as a TLB miss.",y
What is the main benefit of ASIDs in TLB entries?,They allow the TLB to contain entries for multiple processes simultaneously without requiring a flush on every context switch.,y
What is the consequence for a TLB without ASIDs during a context switch?,It must be flushed (erased) on each context switch to prevent the next process from using invalid translation information from previous processes.,y
Define 'hit ratio' in the context of a TLB.,"The percentage of times a page number is found in the TLB, indicating its effectiveness.",y
"Calculate the effective memory-access time for an 80% TLB hit ratio, where a TLB hit takes 10 ns and a TLB miss takes 20 ns.",Effective memory-access time = (0.80 * 10 ns) + (0.20 * 20 ns) = 8 ns + 4 ns = 12 ns.,y
